date,value
11/29/2018,4263.783333
11/28/2018,4103.453846
11/27/2018,3793.35
11/26/2018,3920.536667
11/25/2018,3823.511667
11/24/2018,4352.98
11/23/2018,4309.3375
11/22/2018,4548.7975
11/21/2018,4491.98
11/20/2018,4671.97
11/19/2018,5303.9425
11/18/2018,5572.44
11/17/2018,5558.243333
11/16/2018,5596.1925
11/15/2018,5756.77
11/14/2018,6176.155
11/13/2018,6372.063333
11/12/2018,6408.53
11/11/2018,6378.268333
11/10/2018,6399.033333
11/9/2018,6444.97
11/8/2018,6486.251667
11/7/2018,6538.79
11/6/2018,6437.76
11/5/2018,6436.965
11/4/2018,6391.873333
11/3/2018,6390.42
11/2/2018,6387.674167
11/1/2018,6342.280833
10/31/2018,6301.61
10/30/2018,6309.452857
10/29/2018,6382.668333
10/28/2018,6457.21
10/27/2018,6465.9175
10/26/2018,6473.753333
10/25/2018,6489.77
10/24/2018,6508.31
10/23/2018,6481.426
10/22/2018,6504.78
10/21/2018,6531.601667
10/20/2018,6488.825833
10/19/2018,6509.61
10/18/2018,6568.040769
10/17/2018,6596.276154
10/16/2018,6599.17
10/15/2018,6452.571667
10/14/2018,6299.399167
10/13/2018,6247
10/12/2018,6260.530833
10/11/2018,6248.635833
10/10/2018,6626.85
10/9/2018,6621.711667
10/8/2018,6618.567692
10/7/2018,6573.62
10/6/2018,6581.486667
10/5/2018,6568.549167
10/4/2018,6483.73
10/3/2018,6470.4025
10/2/2018,6562.641667
10/1/2018,6611.02
9/30/2018,6593.135
9/29/2018,6550.474167
9/28/2018,6686.08
9/27/2018,6535.476667
9/26/2018,6468.631667
9/25/2018,6583.45
9/24/2018,6639.304167
9/23/2018,6710.445
9/22/2018,6756.12
9/21/2018,6669.990833
9/20/2018,6418.562667
9/19/2018,6342.39
9/18/2018,6296.631667
9/17/2018,6400.600833
9/16/2018,6522.39
9/15/2018,6518.655
9/14/2018,6499.0625
9/13/2018,6326.04
9/12/2018,6273.1375
9/11/2018,6296.320833
9/10/2018,6240.98
9/9/2018,6286.425833
9/8/2018,6366.1075
9/7/2018,6501.19
9/6/2018,6433.271667
9/5/2018,7113.069231
9/4/2018,7265.08
9/3/2018,7260.949231
9/2/2018,7247.935385
9/1/2018,7018.78
8/31/2018,6981.946154
8/30/2018,6932.6625
8/29/2018,7078.19
8/28/2018,7000.04
8/27/2018,6719.266154
8/26/2018,6738.27
8/25/2018,6719.429231
8/24/2018,6543.645714
8/23/2018,6354.57
8/22/2018,6575.229167
8/21/2018,6401.246154
8/20/2018,6486.58
8/19/2018,6404.063333
8/18/2018,6436.720833
8/17/2018,6312.75
8/16/2018,6342.629231
8/15/2018,6362.676923
8/14/2018,6252.13
8/13/2018,6347.07
8/12/2018,6311.131667
8/11/2018,6138.96
8/10/2018,6396.494667
8/9/2018,6396.7725
8/8/2018,6718.23
8/7/2018,6993.513333
8/6/2018,6988.079167
8/5/2018,7011.28
8/4/2018,7247.769167
8/3/2018,7394.499167
8/2/2018,7607.7
8/1/2018,7570.869167
7/31/2018,7916.800833
7/30/2018,8220.91
7/29/2018,8206.341667
7/28/2018,8182.251667
7/27/2018,7939.81
7/26/2018,8187.324167
7/25/2018,8251.165
7/24/2018,7715.1
7/23/2018,7689.884167
7/22/2018,7451.289167
7/21/2018,7334.99
7/20/2018,7428.045
7/19/2018,7396.401667
7/18/2018,7321.62
7/17/2018,6869.910833
7/16/2018,6514.390833
7/15/2018,6248.84
7/14/2018,6241
7/13/2018,6244.3575
7/12/2018,6403.18
7/11/2018,6377.363333
7/10/2018,6510.791667
7/9/2018,6724.04
7/8/2018,6753.559167
7/7/2018,6594.281667
7/6/2018,6555.51
7/5/2018,6603.376667
7/4/2018,6593.289167
7/3/2018,6626.44
7/2/2018,6466.069167
7/1/2018,6374.754167
6/30/2018,6223.28
6/29/2018,5908.7025
6/28/2018,6107.896154
6/27/2018,6097.46
6/26/2018,6218.595
6/25/2018,6211.4475
6/24/2018,6170.46
6/23/2018,6141.605833
6/22/2018,6332.573333
6/21/2018,6760.83
6/20/2018,6714.718333
6/19/2018,6737
6/18/2018,6445.79
6/17/2018,6464.411667
6/16/2018,6509.426667
6/15/2018,6637.41
6/14/2018,6647.013333
6/13/2018,6315.7
6/12/2018,6879.31
6/11/2018,6875.678333
6/10/2018,6776.888333
6/9/2018,7615.54
6/8/2018,7620.153333
6/7/2018,7676.271667
6/6/2018,7619.43
6/5/2018,7615.722142
6/4/2018,7500.273333
6/3/2018,7637.14
6/2/2018,7645.146667
6/1/2018,7535.146667
5/31/2018,7386.72
5/30/2018,7385.395
5/29/2018,7459.876667
5/28/2018,7344.56
5/27/2018,7361.831667
5/26/2018,7342.908333
5/25/2018,7576.78
5/24/2018,7566.193333
5/23/2018,7555.74
5/22/2018,8396.63
5/21/2018,8385.556187
5/20/2018,8507.406667
5/19/2018,8239.08
5/18/2018,8240.055
5/17/2018,8106.118333
5/16/2018,8471.06
5/15/2018,8511.458
5/14/2018,8652.038333
5/13/2018,8463.52
5/12/2018,8484.346667
5/11/2018,8468.788
5/10/2018,9310.37
5/9/2018,9322.041667
5/8/2018,9228.608333
5/7/2018,9631.44
5/6/2018,9630.136277
5/5/2018,9803.306667
5/4/2018,9753.35
5/3/2018,9639.268333
5/2/2018,9221.426
5/1/2018,9239.55
4/30/2018,9259.57
4/29/2018,9334.281667
4/28/2018,8928.55
4/27/2018,9010.32
4/26/2018,9258.398333
4/25/2018,9658.11
4/24/2018,9555.542
4/23/2018,8933.861667
4/22/2018,8930.6
4/21/2018,8807.205
4/20/2018,8852.718333
4/19/2018,8175.96
4/18/2018,8164.937426
4/17/2018,7895.416926
4/16/2018,8368.1
4/15/2018,8340.748333
4/14/2018,8036.511051
4/13/2018,7941.46
4/12/2018,7847.845
4/11/2018,6926.266667
4/10/2018,6784.41
4/9/2018,6699.273333
4/8/2018,7017.656667
4/7/2018,6634.68
4/6/2018,6603.876667
4/5/2018,6826.51
4/4/2018,7426.48
4/3/2018,7410.435
4/2/2018,7035.848333
4/1/2018,6937.56
3/31/2018,6935.48
3/30/2018,6882.531667
3/29/2018,7950.61
3/28/2018,7960.38
3/27/2018,7876.195
3/26/2018,8457.96
3/25/2018,8617.296667
3/24/2018,8662.378333
3/23/2018,8725.37
3/22/2018,8690.408333
3/21/2018,8947.753333
3/20/2018,8605.64
3/19/2018,8412.033333
3/18/2018,8171.415
3/17/2018,8297.89
3/16/2018,8530.402
3/15/2018,8358.121667
3/14/2018,9153.54
3/13/2018,9154.7
3/12/2018,9182.843333
3/11/2018,8777.37
3/10/2018,8746.002
3/9/2018,9089.278333
3/8/2018,9920.46
3/7/2018,10118.058
3/6/2018,10763.19833
3/5/2018,11516.83
3/4/2018,11430.18167
3/3/2018,11326.94833
3/2/2018,10931.12
3/1/2018,11009.38167
2/28/2018,10370.165
2/27/2018,10319.46
2/26/2018,10348.60333
2/25/2018,9696.593333
2/24/2018,10171.3
2/23/2018,10162.11667
2/22/2018,9931.071667
2/21/2018,11245.98
2/20/2018,11390.39167
2/19/2018,11110.965
2/18/2018,11085.83
2/17/2018,10841.99167
2/16/2018,10127.16167
2/15/2018,9471.64
2/14/2018,9334.633333
2/13/2018,8597.7675
2/12/2018,8068.02
2/11/2018,8343.455
2/10/2018,8319.876566
2/9/2018,8245.08
2/8/2018,8240.536667
2/7/2018,8099.958333
2/6/2018,6925.46
2/5/2018,6838.816667
2/4/2018,8400.648333
2/3/2018,8852.73
2/2/2018,8901.901667
2/1/2018,9083.258333
1/31/2018,10082.52
1/30/2018,10184.06167
1/29/2018,11212.655
1/28/2018,11431.37
1/27/2018,11524.77667
1/26/2018,10969.815
1/25/2018,11392.03
1/24/2018,11282.25833
1/23/2018,11223.064
1/22/2018,11513.42
1/21/2018,11505.228
1/20/2018,12950.79333
1/19/2018,11174.82
1/18/2018,11345.42333
1/17/2018,11116.94667
1/16/2018,13554.14
1/15/2018,14012.196
1/14/2018,13852.92
1/13/2018,13791.19
1/12/2018,13912.882
1/11/2018,13296.794
1/10/2018,14437.42
1/9/2018,14714.25333
1/8/2018,15265.90667
1/7/2018,17155.95
1/6/2018,17319.198
1/5/2018,17174.12
1/4/2018,15039.24
1/3/2018,15053.26167
1/2/2018,15005.85667
1/1/2018,13796
12/31/2017,14165.575
12/30/2017,13215.574
12/29/2017,14214.01
12/28/2017,14380.58167
12/27/2017,15589.32167
12/26/2017,13740.94
12/25/2017,14119.02833
12/24/2017,13949.175
12/23/2017,13776.61
12/22/2017,15190.945
12/21/2017,16047.51
12/20/2017,17382.94
12/19/2017,17737.11167
12/18/2017,18961.85667
12/17/2017,19279.9
12/16/2017,19498.68333
12/15/2017,17771.9
12/14/2017,16252.31
12/13/2017,16808.36667
12/12/2017,17276.39333
12/11/2017,15068.95
12/10/2017,14869.805
12/9/2017,15142.83415
12/8/2017,16860.88
12/7/2017,16501.97167
12/6/2017,13540.98
12/5/2017,11591.22
12/4/2017,11584.83
12/3/2017,11332.622
12/2/2017,10879.88
12/1/2017,10883.912
11/30/2017,10147.372
11/29/2017,9919
11/28/2017,9952.50882
11/27/2017,9718.29505
11/26/2017,8768.8
11/25/2017,8707.407267
11/24/2017,8250.978333
11/23/2017,8236.72
11/22/2017,8268.035
11/21/2017,8059.8
11/20/2017,8049.72
11/19/2017,8007.654067
11/18/2017,7817.140383
11/17/2017,7868.77
11/16/2017,7815.0307
11/15/2017,7301.42992
11/14/2017,6493.63
11/13/2017,6550.227533
11/12/2017,5716.301583
11/11/2017,6569.22
11/10/2017,6719.39785
11/9/2017,7158.03706
11/8/2017,7128.64
11/7/2017,7092.127233
11/6/2017,6989.071667
11/5/2017,7365.99
11/4/2017,7437.543317
11/3/2017,7197.72006
11/2/2017,6751.98
11/1/2017,6665.306683
10/31/2017,6388.645167
10/30/2017,6136.49
10/29/2017,6155.43402
10/28/2017,5776.69695
10/27/2017,5889.82
10/26/2017,5893.138417
10/25/2017,5669.622533
10/24/2017,5900.59
10/23/2017,5876.079867
10/22/2017,5983.18455
10/21/2017,5986.44
10/20/2017,5979.45984
10/19/2017,5727.6335
10/18/2017,5594.66
10/17/2017,5603.71294
10/16/2017,5711.205867
10/15/2017,5825.99
10/14/2017,5739.438733
10/13/2017,5563.806567
10/12/2017,4822.17
10/11/2017,4819.485767
10/10/2017,4782.28
10/9/2017,4605.66
10/8/2017,4602.280883
10/7/2017,4376.191667
10/6/2017,4318.58
10/5/2017,4338.852
10/4/2017,4225.175
10/3/2017,4394.07
10/2/2017,4386.88375
10/1/2017,4360.722967
9/30/2017,4164.27
9/29/2017,4193.574667
9/28/2017,4201.98905
9/27/2017,3881
9/26/2017,3910.307383
9/25/2017,3942.555
9/24/2017,3777.62
9/23/2017,3776.3869
9/22/2017,3637.50255
9/21/2017,3894.48
9/20/2017,3977.561667
9/19/2017,3943.413333
9/18/2017,3678.53
9/17/2017,3746.060783
9/16/2017,3763.62604
9/15/2017,3216.43
9/14/2017,3319.63
9/13/2017,3961.271267
9/12/2017,4198.59
9/11/2017,4248.090017
9/10/2017,4329.955
9/9/2017,4312.26
9/8/2017,4310.750183
9/7/2017,4654.6585
9/6/2017,4385.02
9/5/2017,4488.72014
9/4/2017,4344.098317
9/3/2017,4585.57
9/2/2017,4580.38748
9/1/2017,4911.740017
8/31/2017,4582.52
8/30/2017,4594.98785
8/29/2017,4607.98545
8/28/2017,4339.05
8/27/2017,4354.308333
8/26/2017,4360.513317
8/25/2017,4331.77
8/24/2017,4340.316717
8/23/2017,4174.95
8/22/2017,3986.28
8/21/2017,4043.722
8/20/2017,4157.958033
8/19/2017,4104.71
8/18/2017,4130.440067
8/17/2017,4328.725717
8/16/2017,4179.97
8/15/2017,4217.028329
8/14/2017,4282.992
8/13/2017,3868.52
8/12/2017,3852.802914
8/11/2017,3632.506667
8/10/2017,3340.28
8/9/2017,3357.326317
8/8/2017,3457.374333
8/7/2017,3210.2
8/6/2017,3252.562533
8/5/2017,3218.115017
8/4/2017,2790
8/3/2017,2794.117717
8/2/2017,2693.633983
8/1/2017,2862.9
7/31/2017,2866.431667
7/30/2017,2745.955417
7/29/2017,2784.8
7/28/2017,2781.636583
7/27/2017,2647.625
7/26/2017,2564.3
7/25/2017,2560.997917
7/24/2017,2751.821029
7/23/2017,2825.51
7/22/2017,2807.609857
7/21/2017,2682.195363
7/20/2017,2265.21
7/19/2017,2264.7657
7/18/2017,2320.12225
7/17/2017,1910.96
7/16/2017,1931.2143
7/15/2017,2058.9956
7/14/2017,2338.49
7/13/2017,2354.783417
7/12/2017,2385.748571
7/11/2017,2327.09
7/10/2017,2366.170143
7/9/2017,2536.238938
7/8/2017,2502.86
7/7/2017,2491.201214
7/6/2017,2609.96775
7/5/2017,2598.89
7/4/2017,2599.729838
7/3/2017,2561.225429
7/2/2017,2421.26
7/1/2017,2501.191343
6/30/2017,2477.641375
6/29/2017,2558.3
6/28/2017,2585.349186
6/27/2017,2517.903114
6/26/2017,2502.03
6/25/2017,2512.366286
6/24/2017,2589.164888
6/23/2017,2713.48
6/22/2017,2727.288013
6/21/2017,2671.04325
6/20/2017,2600
6/19/2017,2617.210263
6/18/2017,2507.389252
6/17/2017,2477.94
6/16/2017,2464.959814
6/15/2017,2442.48025
6/14/2017,2706
6/13/2017,2748.185086
6/12/2017,2657.675063
6/11/2017,2898.63
6/10/2017,2845.372857
6/9/2017,2827.4913
6/8/2017,2683.03
6/7/2017,2664.920863
6/6/2017,2883.313697
6/5/2017,2529.53
6/4/2017,2516.173143
6/3/2017,2525.765158
6/2/2017,2409.93
6/1/2017,2399.242671
5/31/2017,2285.933914
5/30/2017,2290.02
5/29/2017,2275.9307
5/28/2017,2192.9808
5/27/2017,2279.82
5/26/2017,2211.976857
5/25/2017,2387.206286
5/24/2017,2256.32
5/23/2017,2287.710288
5/22/2017,2090.662313
5/21/2017,2008.84
5/20/2017,2052.909788
5/19/2017,1961.520488
5/18/2017,1783.98
5/17/2017,1807.485063
5/16/2017,1739.031975
5/15/2017,1780
5/14/2017,1776.3165
5/13/2017,1771.920013
5/12/2017,1829
5/11/2017,1820.990563
5/10/2017,1762.88625
5/9/2017,1651.1
5/8/2017,1640.619225
5/7/2017,1535.868429
5/6/2017,1518.75
5/5/2017,1533.335071
5/4/2017,1508.292125
5/3/2017,1447.55
5/2/2017,1452.076288
5/1/2017,1417.172813
4/30/2017,1333
4/29/2017,1334.979038
4/28/2017,1331.294429
4/27/2017,1288.02
4/26/2017,1309.109875
4/25/2017,1279.414688
4/24/2017,1240.84
4/23/2017,1257.988113
4/22/2017,1261.311225
4/21/2017,1236.63
4/20/2017,1241.686325
4/19/2017,1217.930088
4/18/2017,1176.97
4/17/2017,1205.634875
4/16/2017,1186.927413
4/15/2017,1170.36
4/14/2017,1185.260057
4/13/2017,1180.023713
4/12/2017,1219.09
4/11/2017,1226.617038
4/10/2017,1207.744875
4/9/2017,1184.03
4/8/2017,1181.149838
4/7/2017,1190.45425
4/6/2017,1133.53
4/5/2017,1133.079314
4/4/2017,1141.600363
4/3/2017,1079.99
4/2/2017,1099.169125
4/1/2017,1086.929571
3/31/2017,1034.74
3/30/2017,1037.90455
3/29/2017,1040.5755
3/28/2017,1041.04
3/27/2017,1037.22925
3/26/2017,956.7863125
3/25/2017,927.93
3/24/2017,941.9197143
3/23/2017,1038.789
3/22/2017,1113
3/21/2017,1118.630043
3/20/2017,1049.084488
3/19/2017,967.69
3/18/2017,952.2323625
3/17/2017,1091.171888
3/16/2017,1257
3/15/2017,1257.399625
3/14/2017,1245.370786
3/13/2017,1227.68
3/12/2017,1227.494625
3/11/2017,1179.159875
3/10/2017,1192.09
3/9/2017,1192.469143
3/8/2017,1157.3933
3/7/2017,1279.5
3/6/2017,1275.197375
3/5/2017,1270.9333
3/4/2017,1287
3/3/2017,1285.14
3/2/2017,1259.410817
3/1/2017,1190.89
2/28/2017,1187.565286
2/27/2017,1190.75195
2/26/2017,1150.37
2/25/2017,1150.605714
2/24/2017,1174.86625
2/23/2017,1130.01
2/22/2017,1123.223188
2/21/2017,1123.788429
2/20/2017,1050.87
2/19/2017,1052.779286
2/18/2017,1056.637138
2/17/2017,1035.2
2/16/2017,1035.208125
2/15/2017,1012.325988
2/14/2017,1001.2
2/13/2017,999.877375
2/12/2017,1000.604625
2/11/2017,997.59
2/10/2017,999.1035
2/9/2017,976.103
2/8/2017,1052.84
2/7/2017,1050.11
2/6/2017,1024.01375
2/5/2017,1034.07
2/4/2017,1030.999413
2/3/2017,1013.027
2/2/2017,983.42
2/1/2017,979.703875
1/31/2017,964.706075
1/30/2017,912.19
1/29/2017,915.933
1/28/2017,920.31225
1/27/2017,915.05
1/26/2017,915.95625
1/25/2017,893.045625
1/24/2017,919.97
1/23/2017,922.0736125
1/22/2017,918.603625
1/21/2017,895.64
1/20/2017,893.6210875
1/19/2017,895.798875
1/18/2017,906.6
1/17/2017,903.84
1/16/2017,830.5
1/15/2017,819.55
1/14/2017,817.91
1/13/2017,826.29
1/12/2017,780.92
1/11/2017,785.22
1/10/2017,906.05
1/9/2017,910.49
1/8/2017,908.14
1/7/2017,896.83
1/6/2017,999.65
1/5/2017,994.67
1/4/2017,1126.76
1/3/2017,1013.42
1/2/2017,1015.97
1/1/2017,997.72
12/31/2016,958.12
12/30/2016,952.15
12/29/2016,963.38
12/28/2016,930.34
12/27/2016,930.37
12/26/2016,897.33
12/25/2016,892.6
12/24/2016,891.61
12/23/2016,901.31
12/22/2016,834.97
12/21/2016,824.21
12/20/2016,793.09
12/19/2016,788.67
12/18/2016,788.4
12/17/2016,788.7
12/16/2016,775.88
12/15/2016,776.75
12/14/2016,774.89
12/13/2016,777.99
12/12/2016,777
12/11/2016,777
12/10/2016,769.08
12/9/2016,770.02
12/8/2016,769.72
12/7/2016,758.99
12/6/2016,756.62
12/5/2016,754.63
12/4/2016,762.97
12/3/2016,764.33
12/2/2016,772.43
12/1/2016,742.05
11/30/2016,742.69
11/29/2016,732.71
11/28/2016,727.31
11/27/2016,727.96
11/26/2016,733.67
11/25/2016,735.64
11/24/2016,737.45
11/23/2016,741.63
11/22/2016,736.97
11/21/2016,738.53
11/20/2016,729.06
11/19/2016,748.98
11/18/2016,747.52
11/17/2016,736.96
11/16/2016,711.73
11/15/2016,710.91
11/14/2016,706.46
11/13/2016,702.28
11/12/2016,703.71
11/11/2016,715.45
11/10/2016,721.5
11/9/2016,720.93
11/8/2016,708.97
11/7/2016,709.96
11/6/2016,712
11/5/2016,704.79
11/4/2016,683.69
11/3/2016,686.17
11/2/2016,733.33
11/1/2016,697.01
10/31/2016,702
10/30/2016,698
10/29/2016,685.91
10/28/2016,687.68
10/27/2016,682.22
10/26/2016,651.45
10/25/2016,655.31
10/24/2016,651.39
10/23/2016,653.25
10/22/2016,655.48
10/21/2016,631.92
10/20/2016,627.72
10/19/2016,629.25
10/18/2016,636.29
10/17/2016,638.97
10/16/2016,641.42
10/15/2016,637.94
10/14/2016,634.02
10/13/2016,635.96
10/12/2016,635.01
10/11/2016,614.77
10/10/2016,617.54
10/9/2016,615.65
10/8/2016,614.74
10/7/2016,617.21
10/6/2016,612.08
10/5/2016,607.18
10/4/2016,609.62
10/3/2016,611.85
10/2/2016,612.98
10/1/2016,614.82
9/30/2016,609.39
9/29/2016,603.85
9/28/2016,605.67
9/27/2016,605.96
9/26/2016,598.98
9/25/2016,601.74
9/24/2016,603.88
9/23/2016,594.08
9/22/2016,597.42
9/21/2016,598.88
9/20/2016,608.66
9/19/2016,610.19
9/18/2016,611.58
9/17/2016,607.04
9/16/2016,609.11
9/15/2016,610.38
9/14/2016,608.82
9/13/2016,610.92
9/12/2016,609.67
9/11/2016,621.65
9/10/2016,625.76
9/9/2016,625.07
9/8/2016,615.33
9/7/2016,614.46
9/6/2016,611.09
9/5/2016,603.95
9/4/2016,610.59
9/3/2016,600.88
9/2/2016,571
9/1/2016,572.81
8/31/2016,574.82
8/30/2016,571.5
8/29/2016,575.22
8/28/2016,576.53
8/27/2016,577.77
8/26/2016,581.07
8/25/2016,579.86
8/24/2016,581.98
8/23/2016,586.18
8/22/2016,588.97
8/21/2016,577.52
8/20/2016,583.2
8/19/2016,576.65
8/18/2016,570.92
8/17/2016,575.51
8/16/2016,581.11
8/15/2016,567.34
8/14/2016,570.97
8/13/2016,586.43
8/12/2016,586.01
8/11/2016,589.24
8/10/2016,592.18
8/9/2016,591.69
8/8/2016,592.69
8/7/2016,594.27
8/6/2016,572.72
8/5/2016,576.55
8/4/2016,577.31
8/3/2016,530.74
8/2/2016,515.06
8/1/2016,606.32
7/31/2016,654.68
7/30/2016,654.73
7/29/2016,656.88
7/28/2016,655.37
7/27/2016,654.98
7/26/2016,655.06
7/25/2016,661.48
7/24/2016,661.41
7/23/2016,655.84
7/22/2016,664
7/21/2016,664.88
7/20/2016,665.64
7/19/2016,673.46
7/18/2016,673.2
7/17/2016,675.45
7/16/2016,663.19
7/15/2016,664.57
7/14/2016,658.83
7/13/2016,664.5
7/12/2016,672.76
7/11/2016,647.98
7/10/2016,647.41
7/9/2016,651.86
7/8/2016,659.55
7/7/2016,673.76
7/6/2016,673.78
7/5/2016,666.48
7/4/2016,656.97
7/3/2016,658.41
7/2/2016,701.71
7/1/2016,667.95
6/30/2016,671.4
6/29/2016,637.95
6/28/2016,651.85
6/27/2016,646.7
6/26/2016,627.39
6/25/2016,665
6/24/2016,660.6
6/23/2016,624.54
6/22/2016,664.46
6/21/2016,665.95
6/20/2016,729.19
6/19/2016,751.96
6/18/2016,754.36
6/17/2016,743.91
6/16/2016,693.88
6/15/2016,692.28
6/14/2016,685.24
6/13/2016,665.85
6/12/2016,664.8465
6/11/2016,594.4399875
6/10/2016,574.32
6/9/2016,575.2941375
6/8/2016,578.68
6/7/2016,583.72
6/6/2016,584.5
6/5/2016,574.02
6/4/2016,567.88
6/3/2016,568
6/2/2016,539.99
6/1/2016,531.97
5/31/2016,531.15
5/30/2016,525.15
5/29/2016,526.64
5/28/2016,522.43
5/27/2016,470.29
5/26/2016,448.7
5/25/2016,447.94
5/24/2016,445.34
5/23/2016,438.47
5/22/2016,438
5/21/2016,443.89
5/20/2016,436.05
5/19/2016,441.87
5/18/2016,452.9
5/17/2016,454
5/16/2016,454.88
5/15/2016,457.08
5/14/2016,455.82
5/13/2016,456.82
5/12/2016,454.7
5/11/2016,450.78
5/10/2016,450
5/9/2016,461.63
5/8/2016,459.02
5/7/2016,459.04
5/6/2016,460.91
5/5/2016,446.84
5/4/2016,447.37
5/3/2016,450.96
5/2/2016,453
5/1/2016,451.9
4/30/2016,447.17
4/29/2016,449.98
4/28/2016,450
4/27/2016,447.31
4/26/2016,462.5
4/25/2016,463.86
4/24/2016,459.4
4/23/2016,447.7
4/22/2016,447.25
4/21/2016,451
4/20/2016,435.95
4/19/2016,435.91
4/18/2016,427.28
4/17/2016,430.58
4/16/2016,429.43
4/15/2016,429.09
4/14/2016,423.87
4/13/2016,424.61
4/12/2016,425.89
4/11/2016,420.75
4/10/2016,421.63
4/9/2016,417.73
4/8/2016,419.95
4/7/2016,420.33
4/6/2016,421.09
4/5/2016,419.71
4/4/2016,418.99
4/3/2016,418.07
4/2/2016,416.31
4/1/2016,416.25
3/31/2016,416.94
3/30/2016,415.83
3/29/2016,414
3/28/2016,422.96
3/27/2016,416.96
3/26/2016,415.71
3/25/2016,416.44
3/24/2016,417.96
3/23/2016,417.8
3/22/2016,415.35
3/21/2016,411.81
3/20/2016,410.77
3/19/2016,405.59
3/18/2016,418.49
3/17/2016,418.64
3/16/2016,415.99
3/15/2016,414.99
3/14/2016,414.78
3/13/2016,413.89
3/12/2016,420.11
3/11/2016,421.22
3/10/2016,416
3/9/2016,412.15
3/8/2016,412.39
3/7/2016,411.94
3/6/2016,399.17
3/5/2016,401
3/4/2016,416.48
3/3/2016,422.5
3/2/2016,429.99
3/1/2016,431.87
2/29/2016,431.89
2/28/2016,433.47
2/27/2016,432
2/26/2016,423.46
2/25/2016,421.4
2/24/2016,423.1
2/23/2016,436.76
2/22/2016,438.5
2/21/2016,434.67
2/20/2016,419.98
2/19/2016,418.02
2/18/2016,418.97
2/17/2016,407
2/16/2016,406.69
2/15/2016,402.64
2/14/2016,389.88
2/13/2016,388.6
2/12/2016,381.46
2/11/2016,379.14
2/10/2016,378.98
2/9/2016,372.61
2/8/2016,375
2/7/2016,373.74
2/6/2016,373.04
2/5/2016,388
2/4/2016,385.06
2/3/2016,368.38
2/2/2016,371.99
2/1/2016,372
1/31/2016,376.86
1/30/2016,378.18
1/29/2016,377.26
1/28/2016,382.44
1/27/2016,391.66
1/26/2016,394.12
1/25/2016,387.09
1/24/2016,385.09
1/23/2016,388.5
1/22/2016,385.7
1/21/2016,420.35
1/20/2016,408.33
1/19/2016,378.66
1/18/2016,380.16
1/17/2016,385.45
1/16/2016,370.4
1/15/2016,429.55
1/14/2016,431.9
1/13/2016,429.57
1/12/2016,447.98
1/11/2016,447.11
1/10/2016,446.24
1/9/2016,452.64
1/8/2016,447.04
1/7/2016,453.71
1/6/2016,432.43
1/5/2016,431.9
1/4/2016,433
1/3/2016,432.76
1/2/2016,433.94
1/1/2016,432.33
12/31/2015,428.23
12/30/2015,428
12/29/2015,431.13
12/28/2015,422.42
12/27/2015,418.46
12/26/2015,417.99
12/25/2015,456
12/24/2015,453.95
12/23/2015,441.4
12/22/2015,438.35
12/21/2015,438.7
12/20/2015,434.98
12/19/2015,463
12/18/2015,458.95
12/17/2015,453.39
12/16/2015,463.98
12/15/2015,459.48
12/14/2015,445.6
12/13/2015,436.2
12/12/2015,426.06
12/11/2015,444.29
12/10/2015,416.49
12/9/2015,414.01
12/8/2015,394.99
12/7/2015,387.3
12/6/2015,390.04
12/5/2015,390.04
12/4/2015,361.47
12/3/2015,362.49
12/2/2015,360.98
12/1/2015,377.27
11/30/2015,372.53
11/29/2015,363.98
11/28/2015,358
11/27/2015,359.54
11/26/2015,348
11/25/2015,319.64
11/24/2015,321.1
11/23/2015,324.49
11/22/2015,326.31
11/21/2015,325.56
11/20/2015,320.62
11/19/2015,333.66
11/18/2015,334.46
11/17/2015,335.95
11/16/2015,318.97
11/15/2015,322.33
11/14/2015,331.9
11/13/2015,340.81
11/12/2015,331.6
11/11/2015,309.9
11/10/2015,380.62
11/9/2015,378.8
11/8/2015,381.51
11/7/2015,373.69
11/6/2015,388.38
11/5/2015,400
11/4/2015,404.5
11/3/2015,409
11/2/2015,340.69
11/1/2015,310.18
10/31/2015,310.92
10/30/2015,329.2
10/29/2015,304.79
10/28/2015,298.95
10/27/2015,294.73
10/26/2015,282.8
10/25/2015,295.01
10/24/2015,279.9
10/23/2015,274.35
10/22/2015,273.95
10/21/2015,269.1
10/20/2015,263.59
10/19/2015,264.16
10/18/2015,262.44
10/17/2015,262.26
10/16/2015,269.07
10/15/2015,262.31
10/14/2015,249.98
10/13/2015,254.6
10/12/2015,249.58
10/11/2015,245.72
10/10/2015,248.08
10/9/2015,245.79
10/8/2015,243.01
10/7/2015,243.91
10/6/2015,245.25
10/5/2015,238.4
10/4/2015,239.22
10/3/2015,239.47
10/2/2015,238.03
10/1/2015,237.78
9/30/2015,238.98
9/29/2015,239.14
9/28/2015,237.68
9/27/2015,238.94
9/26/2015,235.22
9/25/2015,235.79
9/24/2015,233.9
9/23/2015,230.42
9/22/2015,229.43
9/21/2015,226.56
9/20/2015,230.25
9/19/2015,230.71
9/18/2015,232.99
9/17/2015,228.33
9/16/2015,227.86
9/15/2015,230
9/14/2015,230
9/13/2015,229.86
9/12/2015,235.13
9/11/2015,238.81
9/10/2015,239.68
9/9/2015,240.08
9/8/2015,240.47
9/7/2015,241.31
9/6/2015,240.2
9/5/2015,230.73
9/4/2015,230.8
9/3/2015,227.42
9/2/2015,227.97
9/1/2015,228.32
