date,value
8/31/2015,230.94
8/30/2015,229.63
8/29/2015,228.22
8/28/2015,234.17
8/27/2015,225.04
8/26/2015,228.84
8/25/2015,222.02
8/24/2015,228.14
8/23/2015,228.68
8/22/2015,226.04
8/21/2015,235.31
8/20/2015,233.23
8/19/2015,233.29
8/18/2015,256.66
8/17/2015,257.45
8/16/2015,257.47
8/15/2015,265.93
8/14/2015,265.41
8/13/2015,266.99
8/12/2015,270.98
8/11/2015,267.89
8/10/2015,265.85
8/9/2015,262.22
8/8/2015,265.42
8/7/2015,269.89
8/6/2015,281
8/5/2015,277.1
8/4/2015,282.69
8/3/2015,282.26
8/2/2015,284.39
8/1/2015,280.69
7/31/2015,288.45
7/30/2015,284.78
7/29/2015,287.56
7/28/2015,293.93
7/27/2015,295.24
7/26/2015,290.79
7/25/2015,289
7/24/2015,287.12
7/23/2015,287.3
7/22/2015,276.76
7/21/2015,277.54
7/20/2015,278.97
7/19/2015,276.74
7/18/2015,276.09
7/17/2015,278.08
7/16/2015,285.66
7/15/2015,275.76
7/14/2015,290.95
7/13/2015,310.55
7/12/2015,289.9
7/11/2015,309.3
7/10/2015,269
7/9/2015,286.98
7/8/2015,270.68
7/7/2015,268.53
7/6/2015,267.26
7/5/2015,273.37
7/4/2015,256.12
7/3/2015,257.92
7/2/2015,255.1
7/1/2015,262.43
6/30/2015,257.85
6/29/2015,262.53
6/28/2015,251.21
6/27/2015,248.76
6/26/2015,248.5
6/25/2015,240.2
6/24/2015,241.92
6/23/2015,240.64
6/22/2015,243.55
6/21/2015,246.35
6/20/2015,242.47
6/19/2015,248.26
6/18/2015,246.45
6/17/2015,248.25
6/16/2015,236
6/15/2015,245.35
6/14/2015,236.46
6/13/2015,229.6
6/12/2015,230.22
6/11/2015,229.98
6/10/2015,228.88
6/9/2015,228.01
6/8/2015,230.1
6/7/2015,224.99
6/6/2015,222.6
6/5/2015,224.49
6/4/2015,225.4
6/3/2015,225.54
6/2/2015,226.29
6/1/2015,228.34
5/31/2015,222.4
5/30/2015,231.95
5/29/2015,236.44
5/28/2015,235.87
5/27/2015,236.48
5/26/2015,235.59
5/25/2015,235.94
5/24/2015,235.65
5/23/2015,238.8
5/22/2015,238.77
5/21/2015,240.5
5/20/2015,231.4
5/19/2015,234.6
5/18/2015,232.04
5/17/2015,236.63
5/16/2015,235.78
5/15/2015,236.63
5/14/2015,235.97
5/13/2015,238.32
5/12/2015,242.72
5/11/2015,239.11
5/10/2015,244.19
5/9/2015,239.35
5/8/2015,237.16
5/7/2015,244.72
5/6/2015,233.99
5/5/2015,238.25
5/4/2015,234.66
5/3/2015,236.17
5/2/2015,230.97
5/1/2015,234.13
4/30/2015,233.43
4/29/2015,225.2
4/28/2015,225.69
4/27/2015,222.66
4/26/2015,226.29
4/25/2015,218.42
4/24/2015,228.6
4/23/2015,233.59
4/22/2015,235.48
4/21/2015,237.34
4/20/2015,222.61
4/19/2015,224.63
4/18/2015,225.72
4/17/2015,227.5
4/16/2015,222.67
4/15/2015,229.62
4/14/2015,223.01
4/13/2015,216
4/12/2015,225.99
4/11/2015,236
4/10/2015,236.7
4/9/2015,235.71
4/8/2015,253.9
4/7/2015,245.89
4/6/2015,255.48
4/5/2015,253.67
4/4/2015,257.03
4/3/2015,253.77
4/2/2015,246.49
4/1/2015,252.44
3/31/2015,242.7
3/30/2015,242.34
3/29/2015,245.18
3/28/2015,244.05
3/27/2015,249.23
3/26/2015,248.63
3/25/2015,251.98
3/24/2015,265.99
3/23/2015,247.83
3/22/2015,266.07
3/21/2015,262.1
3/20/2015,257.83
3/19/2015,259.8
3/18/2015,284.48
3/17/2015,265.85
3/16/2015,287.02
3/15/2015,282.2
3/14/2015,283.57
3/13/2015,284.21
3/12/2015,296.56
3/11/2015,297.39
3/10/2015,293.29
3/9/2015,275
3/8/2015,287.48
3/7/2015,273.87
3/6/2015,273.11
3/5/2015,272.12
3/4/2015,265.63
3/3/2015,275.87
3/2/2015,275.8
3/1/2015,263.81
2/28/2015,252.11
2/27/2015,252.98
2/26/2015,254
2/25/2015,239.94
2/24/2015,238.59
2/23/2015,240.1
2/22/2015,245.41
2/21/2015,236
2/20/2015,245.66
2/19/2015,237.44
2/18/2015,241.59
2/17/2015,234.87
2/16/2015,234.18
2/15/2015,235.86
2/14/2015,243.99
2/13/2015,222.33
2/12/2015,239.94
2/11/2015,221.83
2/10/2015,219.93
2/9/2015,220.16
2/8/2015,220.39
2/7/2015,222.36
2/6/2015,225.16
2/5/2015,220.47
2/4/2015,227.53
2/3/2015,222.56
2/2/2015,236.51
2/1/2015,219.25
1/31/2015,220.72
1/30/2015,229.7
1/29/2015,236.2
1/28/2015,233.19
1/27/2015,249.25
1/26/2015,254.32
1/25/2015,271.47
1/24/2015,247.11
1/23/2015,233.51
1/22/2015,233.03
1/21/2015,233.9
1/20/2015,216.01
1/19/2015,212.99
1/18/2015,212.39
1/17/2015,208.13
1/16/2015,197.12
1/15/2015,205.35
1/14/2015,222
1/13/2015,176.5
1/12/2015,230.89
1/11/2015,275.97
1/10/2015,272.25
1/9/2015,278
1/8/2015,297.99
1/7/2015,276.8
1/6/2015,276.8
1/5/2015,263.17
1/4/2015,276.8
1/3/2015,270.93
1/2/2015,314.81
1/1/2015,316.15
12/31/2014,315.7
12/30/2014,313.4
12/29/2014,313.09
12/28/2014,314.49
12/27/2014,329.94
12/26/2014,314.45
12/25/2014,328.09
12/24/2014,336.95
12/23/2014,327.59
12/22/2014,336.96
12/21/2014,331.52
12/20/2014,326.93
12/19/2014,325.7
12/18/2014,321.34
12/17/2014,317.7
12/16/2014,318.2
12/15/2014,357.8
12/14/2014,352.15
12/13/2014,353.28
12/12/2014,348.97
12/11/2014,355.08
12/10/2014,356.1
12/9/2014,362.99
12/8/2014,350.29
12/7/2014,367.01
12/6/2014,376
12/5/2014,374.05
12/4/2014,373.98
12/3/2014,379.62
12/2/2014,378.25
12/1/2014,381.93
11/30/2014,375.59
11/29/2014,375.96
11/28/2014,377.22
11/27/2014,366.86
11/26/2014,372.62
11/25/2014,371.44
11/24/2014,367.12
11/23/2014,384
11/22/2014,362.99
11/21/2014,356.47
11/20/2014,356.9
11/19/2014,361.7
11/18/2014,388.87
11/17/2014,379.91
11/16/2014,378.48
11/15/2014,399.11
11/14/2014,373.14
11/13/2014,396.56
11/12/2014,369.41
11/11/2014,430.07
11/10/2014,365.04
11/9/2014,346.94
11/8/2014,356.34
11/7/2014,345.84
11/6/2014,338.63
11/5/2014,347.96
11/4/2014,341.99
11/3/2014,324.36
11/2/2014,325.81
11/1/2014,326.41
10/31/2014,345.3
10/30/2014,340.95
10/29/2014,337
10/28/2014,350.9
10/27/2014,354.94
10/26/2014,356.5
10/25/2014,358.49
10/24/2014,348.89
10/23/2014,358.46
10/22/2014,385.89
10/21/2014,385.1
10/20/2014,387
10/19/2014,391
10/18/2014,388.99
10/17/2014,389.68
10/16/2014,394.84
10/15/2014,378.02
10/14/2014,394
10/13/2014,380.8
10/12/2014,381.46
10/11/2014,364.83
10/10/2014,363.61
10/9/2014,358.97
10/8/2014,378.94
10/7/2014,327.61
10/6/2014,330.7
10/5/2014,331.2
10/4/2014,358.9
10/3/2014,336
10/2/2014,363.75
10/1/2014,390.18
9/30/2014,385.27
9/29/2014,382.67
9/28/2014,400.39
9/27/2014,380
9/26/2014,400.74
9/25/2014,423.68
9/24/2014,408.08
9/23/2014,431.91
9/22/2014,401.15
9/21/2014,400.98
9/20/2014,406.3
9/19/2014,425.56
9/18/2014,398.89
9/17/2014,428.19
9/16/2014,470.83
9/15/2014,468
9/14/2014,475.3
9/13/2014,474.62
9/12/2014,479.86
9/11/2014,470.43
9/10/2014,473.35
9/9/2014,485.03
9/8/2014,466.48
9/7/2014,479.59
9/6/2014,480.62
9/5/2014,481.09
9/4/2014,474.5
9/3/2014,486
9/2/2014,472.76
9/1/2014,478.87
8/31/2014,482.59
8/30/2014,477.98
8/29/2014,506.61
8/28/2014,511.99
8/27/2014,509.39
8/26/2014,501.55
8/25/2014,512.79
8/24/2014,503.79
8/23/2014,515.69
8/22/2014,503.88
8/21/2014,518.25
8/20/2014,490
8/19/2014,507.3
8/18/2014,487.5
8/17/2014,523.88
8/16/2014,491.88
8/15/2014,509
8/14/2014,549.98
8/13/2014,521.66
8/12/2014,550.14
8/11/2014,590.74
8/10/2014,578.97
8/9/2014,588.99
8/8/2014,585.02
8/7/2014,589.3
8/6/2014,587.24
8/5/2014,588.5
8/4/2014,580.21
8/3/2014,593.94
8/2/2014,595.76
8/1/2014,591.59
7/31/2014,601.94
7/30/2014,585.5
7/29/2014,573.48
7/28/2014,581.5
7/27/2014,595.9
7/26/2014,592.51
7/25/2014,595.88
7/24/2014,620.43
7/23/2014,601.18
7/22/2014,622.01
7/21/2014,627
7/20/2014,619.14
7/19/2014,623.77
7/18/2014,625.8
7/17/2014,629.86
7/16/2014,626
7/15/2014,621.21
7/14/2014,623.17
7/13/2014,622.8
7/12/2014,634
7/11/2014,631.98
7/10/2014,630.31
7/9/2014,624.97
7/8/2014,624.84
7/7/2014,623.7
7/6/2014,631
7/5/2014,634.49
7/4/2014,632.78
7/3/2014,650.49
7/2/2014,644.04
7/1/2014,654
6/30/2014,599.99
6/29/2014,620
6/28/2014,596
6/27/2014,577.34
6/26/2014,588.97
6/25/2014,569
6/24/2014,588.25
6/23/2014,585.54
6/22/2014,591.5
6/21/2014,593.48
6/20/2014,590.99
6/19/2014,593.33
6/18/2014,608
6/17/2014,604.6
6/16/2014,597.65
6/15/2014,572.28
6/14/2014,560.49
6/13/2014,557.92
6/12/2014,624.97
6/11/2014,617
6/10/2014,639.99
6/9/2014,657.11
6/8/2014,650.93
6/7/2014,652
6/6/2014,661.48
6/5/2014,655.75
6/4/2014,658.72
6/3/2014,662
6/2/2014,673.9
6/1/2014,631.49
5/31/2014,621.3
5/30/2014,620.45
5/29/2014,609.03
5/28/2014,572.7
5/27/2014,574.33
5/26/2014,581.87
5/25/2014,527.91
5/24/2014,575
5/23/2014,521.52
5/22/2014,493.97
5/21/2014,523.84
5/20/2014,494.87
5/19/2014,446.89
5/18/2014,446.42
5/17/2014,447.14
5/16/2014,446.53
5/15/2014,449.51
5/14/2014,448.99
5/13/2014,442.45
5/12/2014,438.95
5/11/2014,441.5
5/10/2014,449
5/9/2014,452.42
5/8/2014,452.02
5/7/2014,428.01
5/6/2014,446.65
5/5/2014,430.33
5/4/2014,440
5/3/2014,436.21
5/2/2014,434.5
5/1/2014,452.03
4/30/2014,460.01
4/29/2014,449
4/28/2014,438.8
4/27/2014,447
4/26/2014,440.1
4/25/2014,502.15
4/24/2014,459.15
4/23/2014,491.6
4/22/2014,498.38
4/21/2014,493.33
4/20/2014,496.5
4/19/2014,482.11
4/18/2014,499.9
4/17/2014,479.98
4/16/2014,523
4/15/2014,511.5
4/14/2014,489.91
4/13/2014,423.37
4/12/2014,405
4/11/2014,424.98
4/10/2014,441.93
4/9/2014,401
4/8/2014,443.1
4/7/2014,458
4/6/2014,447.74
4/5/2014,459.67
4/4/2014,448.72
4/3/2014,446.01
4/2/2014,446.31
4/1/2014,457.49
3/31/2014,479.51
3/30/2014,457
3/29/2014,499.6
3/28/2014,499.94
3/27/2014,503
3/26/2014,585.79
3/25/2014,585.7
3/24/2014,580.02
3/23/2014,563.01
3/22/2014,567.13
3/21/2014,557
3/20/2014,611.2
3/19/2014,590
3/18/2014,608.41
3/17/2014,634.99
3/16/2014,624.7
3/15/2014,634.94
3/14/2014,641.01
3/13/2014,636.47
3/12/2014,642.61
3/11/2014,629.33
3/10/2014,622.9
3/9/2014,621.99
3/8/2014,631.99
3/7/2014,609
3/6/2014,621.3
3/5/2014,673.28
3/4/2014,664.85
3/3/2014,677.61
3/2/2014,567.48
3/1/2014,559.88
2/28/2014,571.5
2/27/2014,585.21
2/26/2014,585.17
2/25/2014,585.38
2/24/2014,611.05
2/23/2014,545
2/22/2014,626.77
2/21/2014,563
2/20/2014,566.16
2/19/2014,582.7
2/18/2014,629.96
2/17/2014,626.77
2/16/2014,642
2/15/2014,670.29
2/14/2014,651.42
2/13/2014,672.1
2/12/2014,675.1
2/11/2014,667.01
2/10/2014,670
2/9/2014,680.8
2/8/2014,710
2/7/2014,707
2/6/2014,781
2/5/2014,778
2/4/2014,800
2/3/2014,814.34
2/2/2014,813.8
2/1/2014,819.57
1/31/2014,800
1/30/2014,802.5
1/29/2014,799.37
1/28/2014,747.57
1/27/2014,800.2
1/26/2014,777
1/25/2014,780.02
1/24/2014,806
1/23/2014,789.1
1/22/2014,824.78
1/21/2014,813.05
1/20/2014,822.56
1/19/2014,811.2
1/18/2014,833
1/17/2014,801.53
1/16/2014,841.83
1/15/2014,830.9
1/14/2014,847.7
1/13/2014,844.04
1/12/2014,807.83
1/11/2014,851
1/10/2014,826.28
1/9/2014,827.46
1/8/2014,809.17
1/7/2014,915.69
1/6/2014,867.38
1/5/2014,934.21
1/4/2014,807.39
1/3/2014,822.38
1/2/2014,806.21
1/1/2014,732
12/31/2013,746.9
12/30/2013,731
12/29/2013,715
12/28/2013,714.79
12/27/2013,701.61
12/26/2013,679.02
12/25/2013,734.42
12/24/2013,658.07
12/23/2013,614.11
12/22/2013,639.9
12/21/2013,637
12/20/2013,685.3
12/19/2013,660
12/18/2013,653
12/17/2013,690
12/16/2013,702.05
12/15/2013,709
12/14/2013,885
12/13/2013,864.7
12/12/2013,874
12/11/2013,978.76
12/10/2013,886.2
12/9/2013,936.98
12/8/2013,705.91
12/7/2013,722.99
12/6/2013,727.29
12/5/2013,1136.9
12/4/2013,1028.34
12/3/2013,1151
12/2/2013,955.01
12/1/2013,992.27
11/30/2013,970
11/29/2013,1014.1
11/28/2013,1083.9
11/27/2013,1009
11/26/2013,814.56
11/25/2013,844.9
11/24/2013,814
11/23/2013,795
11/22/2013,837.99
11/21/2013,761
11/20/2013,547
11/19/2013,595
11/18/2013,559.99
11/17/2013,437.24
11/16/2013,463
11/15/2013,433.53
11/14/2013,393
11/13/2013,416.5
11/12/2013,391.64
11/11/2013,328
11/10/2013,339.38
11/9/2013,296.91
11/8/2013,291.02
11/7/2013,325.56
11/6/2013,292.32
11/5/2013,229.95
11/4/2013,246.63
11/3/2013,225.1
11/2/2013,203
11/1/2013,204.15
10/31/2013,203.24
10/30/2013,216
10/29/2013,203.39
10/28/2013,202.09
10/27/2013,179.56
10/26/2013,189.06
10/25/2013,179.71
10/24/2013,203.7
10/23/2013,195.78
10/22/2013,199.95
10/21/2013,186.12
10/20/2013,177.07
10/19/2013,165.71
10/18/2013,143.94
10/17/2013,150.59
10/16/2013,143.33
10/15/2013,135.17
10/14/2013,139.24
10/13/2013,135.69
10/12/2013,127.41
10/11/2013,127.53
10/10/2013,126.84
10/9/2013,124.12
10/8/2013,126.08
10/7/2013,123.84
10/6/2013,121.2
10/5/2013,121.6
10/4/2013,121.51
10/3/2013,103.85
10/2/2013,116.95
10/1/2013,104.47
9/30/2013,127.01
9/29/2013,125.8
9/28/2013,128.1
9/27/2013,124.65
9/26/2013,125.6
9/25/2013,123.85
9/24/2013,122.65
9/23/2013,122.59
9/22/2013,123.02
9/21/2013,123.04
9/20/2013,123.5
9/19/2013,123.98
9/18/2013,139.15
9/17/2013,127.23
9/16/2013,127.56
9/15/2013,124.05
9/14/2013,125.46
9/13/2013,124.32
9/12/2013,126.54
9/11/2013,128.45
9/10/2013,124.1
9/9/2013,118.18
9/8/2013,121.66
9/7/2013,118.51
9/6/2013,122.63
9/5/2013,122.44
9/4/2013,124.51
9/3/2013,130.09
9/2/2013,130.45
9/1/2013,131.03
8/31/2013,124.84
8/30/2013,132.75
8/29/2013,124.79
8/28/2013,117.72
8/27/2013,119.25
8/26/2013,117.52
8/25/2013,109.04
8/24/2013,112.9
8/23/2013,108.79
8/22/2013,110.43
8/21/2013,111.01
8/20/2013,109.75
8/19/2013,99.3
8/18/2013,102.07
8/17/2013,99.02
8/16/2013,98.08
8/15/2013,98.51
8/14/2013,98.28
8/13/2013,106.64
8/12/2013,107.29884
8/11/2013,104.99498
8/10/2013,102.8
8/9/2013,102.61802
8/8/2013,102.3
8/7/2013,106.56
8/6/2013,105.6
8/5/2013,106.88378
8/4/2013,104.95
8/3/2013,104.67459
8/2/2013,103.80001
8/1/2013,106.2
7/31/2013,104.19
7/30/2013,104.95555
7/29/2013,98.7
7/28/2013,101.04202
7/27/2013,99.00001
7/26/2013,97
7/25/2013,96.39475
7/24/2013,96.2
7/23/2013,91.99
7/22/2013,95.396
7/21/2013,91.788
7/20/2013,92
7/19/2013,91.8775
7/18/2013,93.41082
7/17/2013,97.05
7/16/2013,97.97
7/15/2013,97.01
7/14/2013,98
7/13/2013,94.75
7/12/2013,95.995
7/11/2013,87.9
7/10/2013,87.15
7/9/2013,78.58899
7/8/2013,75
7/7/2013,77.64
7/6/2013,70.942
7/5/2013,80.04
7/4/2013,67.85844
7/3/2013,79.8
7/2/2013,87
7/1/2013,89.55
6/30/2013,90.998
6/29/2013,94.65
6/28/2013,95.85301
6/27/2013,96.63498
6/26/2013,103.89
6/25/2013,104.40565
6/24/2013,103.86665
6/23/2013,108.35
6/22/2013,107.68389
6/21/2013,109.09
6/20/2013,107.68
6/19/2013,111.97
6/18/2013,107.835
6/17/2013,99.9
6/16/2013,100.52521
6/15/2013,100
6/14/2013,103.9
6/13/2013,100
6/12/2013,109
6/11/2013,106.1
6/10/2013,108
6/9/2013,104.96851
6/8/2013,111.5
6/7/2013,107.8
6/6/2013,110.29501
6/5/2013,121.42
6/4/2013,122.4051
6/3/2013,120.56663
6/2/2013,129.3
6/1/2013,120.60293
5/31/2013,129.19945
5/30/2013,132.3
5/29/2013,130.99589
5/28/2013,129.97994
5/27/2013,133.5
5/26/2013,132.60997
5/25/2013,134.04701
5/24/2013,126.7
5/23/2013,131.5
5/22/2013,125.67
5/21/2013,122.02
5/20/2013,122.5
5/19/2013,122.65001
5/18/2013,123.32
5/17/2013,123.74995
5/16/2013,124.49
5/15/2013,112
5/14/2013,114.98499
5/13/2013,119
5/12/2013,115.68
5/11/2013,114.32
5/10/2013,115.4
5/9/2013,113.35
5/8/2013,109.56154
5/7/2013,113.95001
5/6/2013,115.98
5/5/2013,120.94999
5/4/2013,117.89001
5/3/2013,103.3
5/2/2013,93.15
5/1/2013,105.00003
4/30/2013,144.54
4/29/2013,139.109
4/28/2013,141.50002
4/27/2013,137
4/26/2013,128.00001
4/25/2013,135.601
4/24/2013,142.5
4/23/2013,153.20019
4/22/2013,136.08099
4/21/2013,127.5
4/20/2013,125
4/19/2013,123.86
4/18/2013,93.9
4/17/2013,96.5
4/16/2013,85.59999
4/15/2013,100
4/14/2013,91
4/13/2013,91
4/12/2013,124.9
4/11/2013,76.488
4/10/2013,123.40098
4/9/2013,186.96
4/8/2013,237.99
4/7/2013,184
4/6/2013,142.1
4/5/2013,142.49765
4/4/2013,143.8
4/3/2013,117.34
4/2/2013,138.79
4/1/2013,108.73
3/31/2013,92.5
3/30/2013,92.50001
3/29/2013,90.99999
3/28/2013,88.8
3/27/2013,93.56701
3/26/2013,88.9
3/25/2013,71.93
3/24/2013,73.88798
3/23/2013,70.1
3/22/2013,70.25
3/21/2013,71.5
3/20/2013,73.8
3/19/2013,52.12
3/18/2013,57.76
3/17/2013,47.65
3/16/2013,46.9
3/15/2013,47.11
3/14/2013,47.25005
3/13/2013,44.32
3/12/2013,46.79999
3/11/2013,45.01771
3/10/2013,46.93
3/9/2013,46.5
3/8/2013,46.01112
3/7/2013,42
3/6/2013,42.49271
3/5/2013,47.5
3/4/2013,34.25
3/3/2013,36.35
3/2/2013,34.10007
3/1/2013,33.36
2/28/2013,34.87799
2/27/2013,33.50001
2/26/2013,30.4
2/25/2013,31.179
2/24/2013,30.25001
2/23/2013,30.52
2/22/2013,29.27998
2/21/2013,30.901
2/20/2013,29.48
2/19/2013,29.81231
2/18/2013,28.78999
2/17/2013,27.39
2/16/2013,25.6083
2/15/2013,27.07009
2/14/2013,24.3
2/13/2013,26.53092
2/12/2013,26.09999
2/11/2013,23.97
2/10/2013,24.1955
2/9/2013,23.61458
2/8/2013,22.15
2/7/2013,22.15
2/6/2013,22.15
2/5/2013,20.99
2/4/2013,20.79
2/3/2013,21.05
2/2/2013,21.25
2/1/2013,21.1
1/31/2013,21.3
1/30/2013,19.78
1/29/2013,19.7
1/28/2013,19.8
1/27/2013,17.71
1/26/2013,17.99999
1/25/2013,17.61926
1/24/2013,17.97
1/23/2013,19.18999
1/22/2013,17.5889
1/21/2013,16.15
1/20/2013,16.98
1/19/2013,15.89
1/18/2013,15.53
1/17/2013,15.985
1/16/2013,15.39
1/15/2013,14.34
1/14/2013,14.47899
1/13/2013,14.3
1/12/2013,14.31
1/11/2013,14.34999
1/10/2013,14.29999
1/9/2013,13.84
1/8/2013,13.87998
1/7/2013,13.83
1/6/2013,13.54
1/5/2013,13.52999
1/4/2013,13.548
1/3/2013,13.42
1/2/2013,13.464
1/1/2013,13.4
12/31/2012,13.57
12/30/2012,13.59
12/29/2012,13.56998
12/28/2012,13.51
12/27/2012,13.6499
12/26/2012,13.47
12/25/2012,13.45
12/24/2012,13.45
12/23/2012,13.45
12/22/2012,13.63
12/21/2012,13.58998
12/20/2012,13.6475
12/19/2012,13.4
12/18/2012,13.399
12/17/2012,13.399
12/16/2012,13.75
12/15/2012,13.66548
12/14/2012,13.7722
12/13/2012,13.8
12/12/2012,13.79989
12/11/2012,13.63999
12/10/2012,13.53
12/9/2012,13.55
12/8/2012,13.53
12/7/2012,13.69
12/6/2012,13.68
12/5/2012,13.6888
12/4/2012,12.75
12/3/2012,12.96675
12/2/2012,12.67901
12/1/2012,12.66
11/30/2012,12.68778
11/29/2012,12.65
11/28/2012,12.5
11/27/2012,12.40712
11/26/2012,12.52999
11/25/2012,12.46
11/24/2012,12.6
11/23/2012,12.4108
11/22/2012,11.9
11/21/2012,12.28
11/20/2012,11.784
11/19/2012,11.82
11/18/2012,11.79998
11/17/2012,11.832
11/16/2012,11.28
11/15/2012,11.8
11/14/2012,11.114
11/13/2012,11.17
11/12/2012,11.129
11/11/2012,11.18
11/10/2012,11.04
11/9/2012,10.95899
11/8/2012,11.07
11/7/2012,10.97
11/6/2012,11.21603
11/5/2012,10.88997
11/4/2012,10.62
11/3/2012,10.68
11/2/2012,10.60097
11/1/2012,11.17
10/31/2012,11.279
10/30/2012,11.14
10/29/2012,10.69
10/28/2012,10.95
10/27/2012,10.61
10/26/2012,11.56
10/25/2012,11.09988
10/24/2012,11.71
10/23/2012,11.86
10/22/2012,12
10/21/2012,11.81
10/20/2012,11.94
10/19/2012,11.85
10/18/2012,11.967
10/17/2012,11.99
10/16/2012,11.99
10/15/2012,11.99
10/14/2012,12.1
10/13/2012,12
10/12/2012,12.137
10/11/2012,12.16
10/10/2012,12.19
10/9/2012,12.15
10/8/2012,12.58
10/7/2012,12.08
10/6/2012,12.7369
10/5/2012,13.07
10/4/2012,12.99
10/3/2012,13.0899
10/2/2012,12.58
10/1/2012,12.88
9/30/2012,12.481
9/29/2012,12.46
9/28/2012,12.49
9/27/2012,12.444
9/26/2012,12.24
9/25/2012,12.28
9/24/2012,12.22909
9/23/2012,12.4
9/22/2012,12.2749
9/21/2012,12.4433
9/20/2012,12.63
9/19/2012,12.68666
9/18/2012,12.61
9/17/2012,11.98
9/16/2012,11.9625
9/15/2012,11.99
9/14/2012,11.48
9/13/2012,11.75
9/12/2012,11.399
9/11/2012,11.14
9/10/2012,11.19401
9/9/2012,11.127
9/8/2012,11.27
9/7/2012,11.21
9/6/2012,11.29
9/5/2012,10.59
9/4/2012,10.57888
9/3/2012,10.5934
9/2/2012,10.36
9/1/2012,10.18999
8/31/2012,10.42
8/30/2012,11.14
8/29/2012,10.937
8/28/2012,11.20999
8/27/2012,10.99
8/26/2012,12.14999
8/25/2012,10.61913
8/24/2012,10.25
8/23/2012,10.25
8/22/2012,10.25
8/21/2012,10.45
8/20/2012,10.29999
8/19/2012,10.5
8/18/2012,15.37
8/17/2012,15.26014
8/16/2012,15.4
8/15/2012,12.3
8/14/2012,12.67
8/13/2012,12.17887
8/12/2012,11.64
8/11/2012,11.765
8/10/2012,11.59788
8/9/2012,11.35
8/8/2012,12
8/7/2012,11.14999
8/6/2012,11.21
8/5/2012,11.29112
8/4/2012,11.1869
8/3/2012,10.12
8/2/2012,11.1188
8/1/2012,9.8
7/31/2012,9.22
7/30/2012,9.44
7/29/2012,9.15
7/28/2012,8.95
7/27/2012,8.93
7/26/2012,8.95
7/25/2012,8.91
7/24/2012,8.76998
7/23/2012,8.96
7/22/2012,9.53
7/21/2012,9
7/20/2012,9.7
7/19/2012,9.37
7/18/2012,9.27491
7/17/2012,9.39899
7/16/2012,7.8
7/15/2012,8.2899
7/14/2012,7.64877
7/13/2012,7.46
7/12/2012,7.9
7/11/2012,7.32
7/10/2012,6.98
7/9/2012,7.239
7/8/2012,6.896
7/7/2012,6.74
7/6/2012,6.75
7/5/2012,6.73449
7/4/2012,6.71
7/3/2012,6.55
7/2/2012,6.765
7/1/2012,6.69
6/30/2012,6.694
6/29/2012,6.693
6/28/2012,6.58
6/27/2012,6.66897
6/26/2012,6.55555
6/25/2012,6.56
6/24/2012,6.44999
6/23/2012,6.5915
6/22/2012,6.8
6/21/2012,6.79962
6/20/2012,6.8
6/19/2012,6.48
6/18/2012,6.53294
6/17/2012,6.4668
6/16/2012,6.27
6/15/2012,6.599
6/14/2012,6.165
6/13/2012,5.76
6/12/2012,5.96
6/11/2012,5.7
6/10/2012,5.68
6/9/2012,5.62
6/8/2012,5.69999
6/7/2012,5.48
6/6/2012,5.529
6/5/2012,5.47
6/4/2012,5.27
6/3/2012,5.2785
6/2/2012,5.26466
6/1/2012,5.21
5/31/2012,5.27
5/30/2012,5.19
5/29/2012,5.16
5/28/2012,5.15889
5/27/2012,5.16
5/26/2012,5.15
5/25/2012,5.149
5/24/2012,5.15
5/23/2012,5.13
5/22/2012,5.16
5/21/2012,5.12
5/20/2012,5.14
5/19/2012,5.15
5/18/2012,5.14291
5/17/2012,5.1
5/16/2012,5.1345
5/15/2012,5.08998
5/14/2012,5.01
5/13/2012,5.036
5/12/2012,4.99888
5/11/2012,5.1
5/10/2012,5.03188
5/9/2012,5.125
5/8/2012,5.1
5/7/2012,5.1
5/6/2012,5.0947
5/5/2012,5.15
5/4/2012,5.1495
5/3/2012,5.15
5/2/2012,5.04
5/1/2012,5.1789
4/30/2012,5
4/29/2012,5.09
4/28/2012,5.0184
4/27/2012,5.1176
4/26/2012,5.16
4/25/2012,5.18
4/24/2012,5.16
4/23/2012,5.3
4/22/2012,5.21799
4/21/2012,5.3287
4/20/2012,5.19
4/19/2012,5.17
4/18/2012,5.19
4/17/2012,4.99
4/16/2012,5.02207
4/15/2012,4.98
4/14/2012,4.97
4/13/2012,5.03
4/12/2012,4.94464
4/11/2012,4.9
4/10/2012,4.8941
4/9/2012,4.9
4/8/2012,4.94
4/7/2012,4.8
4/6/2012,4.98
4/5/2012,4.96
4/4/2012,4.94486
4/3/2012,4.97
4/2/2012,4.97
4/1/2012,5.08
3/31/2012,4.929
3/30/2012,4.85
3/29/2012,4.83
3/28/2012,4.86092
3/27/2012,4.74
3/26/2012,4.74
3/25/2012,4.73793
3/24/2012,4.81
3/23/2012,4.74896
3/22/2012,4.83
3/21/2012,4.95
3/20/2012,4.87
3/19/2012,4.98
3/18/2012,5.4
3/17/2012,5.37998
3/16/2012,5.3998
3/15/2012,5.45
3/14/2012,5.45
3/13/2012,5.4444
3/12/2012,4.98
3/11/2012,4.95915
3/10/2012,4.99
3/9/2012,4.99
3/8/2012,4.9499
3/7/2012,5
3/6/2012,5.04
3/5/2012,5.05
3/4/2012,5.04
3/3/2012,4.94
